"No.","Time","Source","Destination","Protocol","Length","Info"
"3885","106.668218","165.227.252.212","192.168.32.32","TLSv1.3","1454","Server Hello, Change Cipher Spec"
"3886","106.668218","165.227.252.212","192.168.32.32","TCP","1454","443  >  49745 [PSH, ACK] Seq=1401 Ack=279 Win=64128 Len=1400 [TCP PDU reassembled in 3889]"
"3887","106.668218","165.227.252.212","192.168.32.32","TCP","1454","443  >  49745 [ACK] Seq=2801 Ack=279 Win=64128 Len=1400 [TCP PDU reassembled in 3889]"
"3888","106.668218","165.227.252.212","192.168.32.32","TCP","1454","443  >  49745 [PSH, ACK] Seq=4201 Ack=279 Win=64128 Len=1400 [TCP PDU reassembled in 3889]"
"3889","106.668218","165.227.252.212","192.168.32.32","TLSv1.3","595","Application Data"
"3895","106.730387","106.10.236.40","192.168.32.32","TCP","60","443  >  49697 [ACK] Seq=3212 Ack=30793 Win=16 Len=0"
"3896","106.738766","165.227.252.212","192.168.32.32","TCP","66","443  >  49748 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM WS=128"
"3897","106.746557","165.227.252.212","192.168.32.32","TCP","66","443  >  49749 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM WS=128"
"3898","106.900859","165.227.252.212","192.168.32.32","TCP","60","443  >  49745 [ACK] Seq=6142 Ack=432 Win=64128 Len=0"
"3899","106.900859","165.227.252.212","192.168.32.32","TLSv1.3","140","Application Data"
"3901","106.903962","165.227.252.212","192.168.32.32","TCP","60","443  >  49745 [ACK] Seq=6228 Ack=4113 Win=62080 Len=0"
"3902","106.910649","165.227.252.212","192.168.32.32","TLSv1.3","354","Application Data"
"3904","107.051143","165.227.252.212","192.168.32.32","TLSv1.3","362","Application Data"
"3908","107.167457","165.227.252.212","192.168.32.32","TCP","60","443  >  49745 [ACK] Seq=6836 Ack=4144 Win=64128 Len=0"
"3910","107.214456","165.227.252.212","192.168.32.32","TLSv1.3","364","Application Data"
"3913","107.258723","106.10.218.155","192.168.32.32","TCP","60","443  >  49696 [ACK] Seq=5215 Ack=7839 Win=712 Len=0"
"3923","107.263589","106.10.218.155","192.168.32.32","TLSv1.2","674","Application Data"
"3924","107.264624","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=f7766bd886b1c7c4, PKN: 1, ACK"
"3925","107.265015","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f7766bd886b1c7c4, PKN: 2, ACK, PADDING"
"3927","107.284619","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f7766bd886b1c7c4, PKN: 3, ACK, PADDING"
"3928","107.288654","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f7766bd886b1c7c4, PKN: 4, CRYPTO, PADDING"
"3929","107.288654","142.251.221.34","192.168.32.32","QUIC","348","Protected Payload (KP0)"
"3930","107.288654","142.251.221.34","192.168.32.32","QUIC","986","Protected Payload (KP0)"
"3933","107.289470","142.251.221.34","192.168.32.32","QUIC","95","Protected Payload (KP0)"
"3934","107.289470","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"3935","107.293649","142.251.221.34","192.168.32.32","QUIC","162","Protected Payload (KP0)"
"3936","107.293649","142.251.221.34","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"3940","107.327048","142.251.221.34","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"3943","107.454939","172.172.255.216","192.168.32.32","TCP","66","443  >  3631 [ACK] Seq=1 Ack=2 Win=7247 Len=0 SLE=1 SRE=2"
"3944","107.458399","142.251.220.136","192.168.32.32","TCP","66","[TCP Keep-Alive ACK] 443  >  49563 [ACK] Seq=1 Ack=2 Win=1047 Len=0 SLE=1 SRE=2"
"3946","107.532593","142.251.221.34","192.168.32.32","QUIC","68","Protected Payload (KP0)"
"3951","107.721215","142.251.221.35","192.168.32.32","QUIC","82","Initial, SCID=f295c4bbee20f5ed, PKN: 1, ACK"
"3952","107.721215","142.251.221.35","192.168.32.32","QUIC","1292","Initial, SCID=f295c4bbee20f5ed, PKN: 2, ACK, PADDING"
"3955","107.744572","142.251.221.35","192.168.32.32","QUIC","1292","Initial, SCID=f295c4bbee20f5ed, PKN: 3, CRYPTO, PADDING"
"3956","107.744624","142.251.221.35","192.168.32.32","QUIC","349","Protected Payload (KP0)"
"3957","107.744624","142.251.221.35","192.168.32.32","QUIC","985","Protected Payload (KP0)"
"3960","107.745113","142.251.221.35","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"3961","107.745113","142.251.221.35","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"3962","107.745434","142.251.221.35","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"3964","107.746194","142.251.221.35","192.168.32.32","QUIC","1292","Initial, SCID=f295c4bbee20f5ed, PKN: 10, ACK, CRYPTO, PADDING"
"3965","107.749865","142.251.221.35","192.168.32.32","QUIC","162","Protected Payload (KP0)"
"3967","107.752502","165.227.252.212","192.168.32.32","TCP","66","[TCP Retransmission] 443  >  49748 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM WS=128"
"3968","107.764199","165.227.252.212","192.168.32.32","TCP","66","[TCP Retransmission] 443  >  49749 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM WS=128"
"3969","107.769730","142.251.221.35","192.168.32.32","QUIC","570","Protected Payload (KP0)"
"3970","107.769835","142.251.221.35","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"3973","107.771110","142.251.221.34","192.168.32.32","QUIC","68","Protected Payload (KP0)"
"3974","107.774754","142.251.221.35","192.168.32.32","QUIC","67","Protected Payload (KP0)"
"3975","107.788428","142.251.221.34","192.168.32.32","QUIC","1288","Protected Payload (KP0)"
"3976","107.788428","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"3977","107.788428","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"3978","107.788428","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"3979","107.788428","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"3980","107.788428","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"3981","107.788428","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"3982","107.788718","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"3983","107.788718","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"3984","107.788718","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"3985","107.788718","142.251.221.34","192.168.32.32","QUIC","1292","Protected Payload (KP0)"
"3986","107.788718","142.251.221.34","192.168.32.32","QUIC","1208","Protected Payload (KP0)"
"3987","107.788718","142.251.221.34","192.168.32.32","QUIC","117","Protected Payload (KP0)"
"4000","107.809759","142.251.220.194","192.168.32.32","QUIC","82","Initial, SCID=e2440c83a33eb2ea, PKN: 1, ACK"
"4001","107.809759","142.251.220.194","192.168.32.32","QUIC","82","Initial, SCID=e2440c83a33eb2ea, PKN: 2, ACK"
"4002","107.809759","142.251.220.194","192.168.32.32","QUIC","1292","Initial, SCID=e2440c83a33eb2ea, PKN: 3, ACK, PADDING"
"4003","107.809982","142.251.220.194","192.168.32.32","QUIC","1292","Initial, SCID=e2440c83a33eb2ea, PKN: 4, ACK, PADDING"
"4007","107.819746","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"4008","107.820302","142.251.220.194","192.168.32.32","QUIC","1292","Initial, SCID=e2440c83a33eb2ea, PKN: 5, ACK, PADDING"
"4014","107.832637","142.251.220.132","192.168.32.32","TCP","60","443  >  49714 [ACK] Seq=1185 Ack=2536 Win=1041 Len=0"
"4015","107.832725","142.251.220.132","192.168.32.32","TCP","60","443  >  49714 [ACK] Seq=1185 Ack=2939 Win=1040 Len=0"
"4017","107.833426","142.251.220.194","192.168.32.32","QUIC","1292","Initial, SCID=e2440c83a33eb2ea, PKN: 6, CRYPTO, PADDING"
"4018","107.833623","142.251.220.194","192.168.32.32","QUIC","343","Protected Payload (KP0)"
"4019","107.833623","142.251.220.194","192.168.32.32","QUIC","991","Protected Payload (KP0)"
"4022","107.835261","142.251.220.194","192.168.32.32","QUIC","88","Protected Payload (KP0)"
"4023","107.835261","142.251.220.194","192.168.32.32","QUIC","67","Protected Payload (KP0)"
"4024","107.836173","142.251.220.194","192.168.32.32","QUIC","76","Protected Payload (KP0)"
"4026","107.837298","142.251.220.194","192.168.32.32","QUIC","1292","Initial, SCID=e2440c83a33eb2ea, PKN: 13, ACK, CRYPTO, PADDING"
"4027","107.838171","142.251.220.194","192.168.32.32","QUIC","162","Protected Payload (KP0)"
"4035","107.847792","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=f210a1b915d1bc96, PKN: 1, ACK"
"4036","107.847792","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=f210a1b915d1bc96, PKN: 2, ACK"
"4037","107.848290","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f210a1b915d1bc96, PKN: 3, ACK, PADDING"
"4038","107.848455","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f210a1b915d1bc96, PKN: 4, ACK, PADDING"
"4040","107.855460","142.251.221.34","192.168.32.32","QUIC","70","Protected Payload (KP0)"
"4042","107.858025","142.251.221.34","192.168.32.32","QUIC","242","Protected Payload (KP0)"
"4043","107.858357","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4045","107.858843","142.251.220.194","192.168.32.32","QUIC","348","Protected Payload (KP0)"
"4047","107.859595","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f210a1b915d1bc96, PKN: 5, ACK, PADDING"
"4049","107.859834","142.251.220.194","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4052","107.860227","142.251.220.194","192.168.32.32","QUIC","82","Protected Payload (KP0)"
"4053","107.860361","142.251.220.194","192.168.32.32","QUIC","82","Protected Payload (KP0)"
"4054","107.860479","142.251.220.194","192.168.32.32","QUIC","82","Protected Payload (KP0)"
"4056","107.860571","142.251.220.194","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4058","107.860608","142.251.220.194","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4060","107.861207","142.251.220.194","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4061","107.861279","142.251.220.194","192.168.32.32","QUIC","142","Protected Payload (KP0)"
"4063","107.861632","142.251.220.194","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"4064","107.861874","142.251.220.194","192.168.32.32","QUIC","127","Protected Payload (KP0)"
"4066","107.862146","142.251.220.194","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"4069","107.862861","142.251.220.132","192.168.32.32","TLSv1.2","280","Application Data"
"4070","107.862861","142.251.220.132","192.168.32.32","TLSv1.2","85","Application Data"
"4071","107.862861","142.251.220.194","192.168.32.32","QUIC","67","Protected Payload (KP0)"
"4072","107.863055","142.251.220.132","192.168.32.32","TLSv1.2","93","Application Data"
"4075","107.863409","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4077","107.864536","142.251.220.194","192.168.32.32","QUIC","73","Protected Payload (KP0)"
"4078","107.864536","142.251.220.194","192.168.32.32","QUIC","67","Protected Payload (KP0)"
"4079","107.866218","142.251.220.194","192.168.32.32","QUIC","67","Protected Payload (KP0)"
"4080","107.867089","142.251.220.132","192.168.32.32","TCP","60","443  >  49714 [ACK] Seq=1481 Ack=3114 Win=1040 Len=0"
"4081","107.867724","142.251.220.194","192.168.32.32","QUIC","72","Protected Payload (KP0)"
"4083","107.872029","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f210a1b915d1bc96, PKN: 6, CRYPTO, PADDING"
"4084","107.872179","142.251.221.34","192.168.32.32","QUIC","342","Protected Payload (KP0)"
"4085","107.872181","142.251.220.132","192.168.32.32","TCP","60","443  >  49714 [ACK] Seq=1481 Ack=3153 Win=1040 Len=0"
"4086","107.872204","142.251.221.34","192.168.32.32","QUIC","992","Protected Payload (KP0)"
"4088","107.872618","142.251.221.34","192.168.32.32","QUIC","89","Protected Payload (KP0)"
"4089","107.872618","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"4092","107.877122","142.251.221.34","192.168.32.32","QUIC","162","Protected Payload (KP0)"
"4093","107.877122","142.251.221.34","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"4095","107.880832","142.251.221.34","192.168.32.32","QUIC","71","Protected Payload (KP0)"
"4097","107.888253","142.251.220.194","192.168.32.32","QUIC","93","Protected Payload (KP0)"
"4098","107.888964","142.251.220.194","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4101","107.890438","142.251.221.34","192.168.32.32","QUIC","88","Protected Payload (KP0)"
"4102","107.891623","142.251.220.194","192.168.32.32","QUIC","92","Protected Payload (KP0)"
"4103","107.892054","142.251.220.194","192.168.32.32","QUIC","82","Protected Payload (KP0)"
"4104","107.892371","142.251.220.194","192.168.32.32","QUIC","82","Protected Payload (KP0)"
"4105","107.892699","142.251.220.194","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4106","107.892772","142.251.220.194","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4109","107.893802","142.251.220.132","192.168.32.32","TLSv1.2","279","Application Data"
"4110","107.893875","142.251.220.132","192.168.32.32","TLSv1.2","85","Application Data"
"4112","107.893949","142.251.220.132","192.168.32.32","TLSv1.2","93","Application Data"
"4115","107.897752","142.251.220.194","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"4116","107.900240","142.251.220.194","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4117","107.901566","142.251.221.34","192.168.32.32","QUIC","611","Protected Payload (KP0)"
"4119","107.902301","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4120","107.903219","142.251.220.132","192.168.32.32","TCP","60","443  >  49714 [ACK] Seq=1776 Ack=3192 Win=1040 Len=0"
"4122","107.907916","142.251.221.34","192.168.32.32","QUIC","96","Protected Payload (KP0)"
"4124","107.908602","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4126","107.916003","142.251.220.194","192.168.32.32","QUIC","93","Protected Payload (KP0)"
"4128","107.916731","142.251.220.194","192.168.32.32","QUIC","74","Protected Payload (KP0)"
"4130","107.924429","142.251.220.194","192.168.32.32","QUIC","93","Protected Payload (KP0)"
"4132","107.924964","142.251.220.194","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4136","107.930459","142.251.220.194","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4137","107.934731","142.251.220.194","192.168.32.32","QUIC","82","Protected Payload (KP0)"
"4138","107.934815","142.251.220.194","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4141","107.938349","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"4142","107.941844","142.251.220.194","192.168.32.32","QUIC","88","Protected Payload (KP0)"
"4144","107.942084","142.251.220.194","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4145","107.944967","142.251.220.194","192.168.32.32","QUIC","82","Protected Payload (KP0)"
"4147","107.945407","142.251.220.194","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4148","107.945561","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"4149","107.949702","142.251.220.194","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"4150","107.954406","142.251.220.194","192.168.32.32","QUIC","82","Protected Payload (KP0)"
"4152","107.954786","142.251.220.194","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4153","107.960973","106.10.236.40","192.168.32.32","TCP","60","443  >  49601 [ACK] Seq=3157 Ack=21368 Win=20 Len=0"
"4154","107.961058","106.10.236.40","192.168.32.32","TCP","60","443  >  49601 [ACK] Seq=3157 Ack=22264 Win=20 Len=0"
"4155","107.961058","106.10.236.40","192.168.32.32","TCP","66","[TCP Dup ACK 4154#1] 443  >  49601 [ACK] Seq=3157 Ack=22264 Win=21 Len=0 SLE=23664 SRE=25064"
"4156","107.961095","106.10.236.40","192.168.32.32","TCP","66","[TCP Dup ACK 4154#2] 443  >  49601 [ACK] Seq=3157 Ack=22264 Win=21 Len=0 SLE=23664 SRE=26464"
"4157","107.961095","106.10.236.40","192.168.32.32","TCP","60","443  >  49601 [ACK] Seq=3157 Ack=26464 Win=21 Len=0"
"4158","107.961170","106.10.236.40","192.168.32.32","TCP","60","443  >  49601 [ACK] Seq=3157 Ack=28389 Win=22 Len=0"
"4159","107.968444","106.10.236.40","192.168.32.32","TLSv1.2","119","Application Data"
"4162","107.970449","192.168.32.1","192.168.32.32","DNS","100","Standard query response 0x2d70 A www.googleadservices.com A 142.251.221.34"
"4163","107.975699","192.168.32.1","192.168.32.32","DNS","109","Standard query response 0x3faa HTTPS www.googleadservices.com HTTPS"
"4166","107.982626","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=e2b6a2dade95b9fd, PKN: 1, ACK"
"4168","107.983574","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=e2b6a2dade95b9fd, PKN: 2, ACK, PADDING"
"4169","107.983574","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=e2b6a2dade95b9fd, PKN: 3, CRYPTO, PADDING"
"4170","107.983609","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=e2b6a2dade95b9fd, PKN: 4, CRYPTO, PADDING"
"4172","107.983994","142.251.220.194","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"4173","107.986302","142.251.220.194","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4178","108.002999","192.168.32.1","192.168.32.32","DNS","100","Standard query response 0xb543 A www.googleadservices.com A 142.251.221.34"
"4179","108.005863","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=e2b6a2dade95b9fd"
"4180","108.005863","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=e2b6a2dade95b9fd"
"4181","108.005944","142.251.221.34","192.168.32.32","QUIC","1271","Protected Payload (KP0)"
"4182","108.005944","142.251.221.34","192.168.32.32","QUIC","83","Handshake, SCID=e2b6a2dade95b9fd"
"4188","108.008081","192.168.32.1","192.168.32.32","DNS","109","Standard query response 0xef5d HTTPS www.googleadservices.com HTTPS"
"4191","108.011443","142.251.221.34","192.168.32.32","QUIC","1004","Protected Payload (KP0)"
"4192","108.011443","142.251.221.34","192.168.32.32","QUIC","179","Protected Payload (KP0)"
"4196","108.012085","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4198","108.012502","142.251.221.34","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"4199","108.015382","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=fbc86b174f192d36, PKN: 1, ACK"
"4200","108.016148","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=fbc86b174f192d36, PKN: 2, ACK, PADDING"
"4201","108.016148","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=fbc86b174f192d36, PKN: 3, CRYPTO, PADDING"
"4202","108.016183","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=fbc86b174f192d36, PKN: 4, CRYPTO, PADDING"
"4205","108.038918","142.251.221.34","192.168.32.32","QUIC","302","Protected Payload (KP0)"
"4206","108.039221","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=fbc86b174f192d36"
"4207","108.039221","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=fbc86b174f192d36"
"4208","108.039221","142.251.221.34","192.168.32.32","QUIC","1265","Protected Payload (KP0)"
"4209","108.039221","142.251.221.34","192.168.32.32","QUIC","83","Handshake, SCID=fbc86b174f192d36"
"4211","108.039599","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4217","108.045169","142.251.221.34","192.168.32.32","QUIC","1004","Protected Payload (KP0)"
"4218","108.045169","142.251.221.34","192.168.32.32","QUIC","179","Protected Payload (KP0)"
"4221","108.045601","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4222","108.045650","142.251.221.34","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"4224","108.069988","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"4225","108.071987","142.251.221.34","192.168.32.32","QUIC","302","Protected Payload (KP0)"
"4226","108.072454","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4230","108.075788","192.168.32.1","192.168.32.32","DNS","100","Standard query response 0x36b5 A www.googleadservices.com A 142.251.221.34"
"4231","108.080458","192.168.32.1","192.168.32.32","DNS","109","Standard query response 0x1959 HTTPS www.googleadservices.com HTTPS"
"4234","108.088195","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=e6ea4ab5841ed141, PKN: 1, ACK"
"4235","108.089302","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=e6ea4ab5841ed141, PKN: 2, ACK, PADDING"
"4236","108.089302","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=e6ea4ab5841ed141, PKN: 3, CRYPTO, PADDING"
"4237","108.089302","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=e6ea4ab5841ed141, PKN: 4, CRYPTO, PADDING"
"4239","108.103854","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"4243","108.106612","192.168.32.1","192.168.32.32","DNS","100","Standard query response 0xd07c A www.googleadservices.com A 142.251.221.34"
"4244","108.111479","192.168.32.1","192.168.32.32","DNS","109","Standard query response 0xaddd HTTPS www.googleadservices.com HTTPS"
"4245","108.112126","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=e6ea4ab5841ed141"
"4246","108.112126","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=e6ea4ab5841ed141"
"4247","108.112126","142.251.221.34","192.168.32.32","QUIC","1261","Protected Payload (KP0)"
"4248","108.112126","142.251.221.34","192.168.32.32","QUIC","83","Handshake, SCID=e6ea4ab5841ed141"
"4256","108.118248","142.251.221.34","192.168.32.32","QUIC","1004","Protected Payload (KP0)"
"4257","108.118248","142.251.221.34","192.168.32.32","QUIC","179","Protected Payload (KP0)"
"4259","108.118526","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=e8fc48cf96571519, PKN: 1, ACK"
"4261","108.118734","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4262","108.118734","142.251.221.34","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"4264","108.119135","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=e8fc48cf96571519, PKN: 2, ACK, PADDING"
"4265","108.119135","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=e8fc48cf96571519, PKN: 3, CRYPTO, PADDING"
"4266","108.119135","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=e8fc48cf96571519, PKN: 4, CRYPTO, PADDING"
"4273","108.142038","142.251.220.194","192.168.32.32","QUIC","70","Protected Payload (KP0)"
"4274","108.142314","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=e8fc48cf96571519"
"4275","108.142314","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=e8fc48cf96571519"
"4276","108.142399","142.251.221.34","192.168.32.32","QUIC","1269","Protected Payload (KP0)"
"4277","108.142399","142.251.221.34","192.168.32.32","QUIC","84","Handshake, SCID=e8fc48cf96571519"
"4283","108.145378","142.251.221.34","192.168.32.32","QUIC","302","Protected Payload (KP0)"
"4284","108.146369","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4286","108.148402","142.251.221.34","192.168.32.32","QUIC","1004","Protected Payload (KP0)"
"4287","108.148402","142.251.221.34","192.168.32.32","QUIC","179","Protected Payload (KP0)"
"4290","108.148729","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4291","108.148778","142.251.221.34","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"4293","108.165606","142.251.220.194","192.168.32.32","QUIC","94","Protected Payload (KP0)"
"4295","108.166024","142.251.220.194","192.168.32.32","QUIC","83","Protected Payload (KP0)"
"4296","108.166220","142.251.220.194","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"4299","108.166590","142.251.220.194","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"4300","108.166960","142.251.220.194","192.168.32.32","QUIC","83","Protected Payload (KP0)"
"4303","108.167651","142.251.220.194","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"4304","108.170370","142.251.220.194","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"4305","108.171452","142.251.220.194","192.168.32.32","QUIC","70","Protected Payload (KP0)"
"4307","108.175125","142.251.221.34","192.168.32.32","QUIC","302","Protected Payload (KP0)"
"4308","108.176235","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"4309","108.195311","142.251.220.194","192.168.32.32","QUIC","94","Protected Payload (KP0)"
"4310","108.195706","142.251.220.194","192.168.32.32","QUIC","83","Protected Payload (KP0)"
"4311","108.195936","142.251.220.194","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"4313","108.196069","142.251.220.194","192.168.32.32","QUIC","83","Protected Payload (KP0)"
"4314","108.196170","142.251.220.194","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"4317","108.196812","142.251.220.194","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"4318","108.200251","142.251.220.194","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"4321","108.225859","142.251.220.194","192.168.32.32","QUIC","70","Protected Payload (KP0)"
"4322","108.226031","142.251.220.194","192.168.32.32","QUIC","83","Protected Payload (KP0)"
"4324","108.226562","142.251.220.194","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"4326","108.230468","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"4327","108.231586","142.251.220.194","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4328","108.256202","142.251.220.194","192.168.32.32","QUIC","83","Protected Payload (KP0)"
"4330","108.256747","142.251.220.194","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"4332","108.286347","142.251.220.194","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"4333","108.287172","142.251.220.194","192.168.32.32","QUIC","64","Protected Payload (KP0)"
"4335","108.729652","180.222.102.158","192.168.32.32","TLSv1.2","78","Application Data"
"4337","108.730199","180.222.102.158","192.168.32.32","TCP","60","443  >  49695 [FIN, ACK] Seq=25 Ack=2 Win=458 Len=0"
"4339","108.810179","180.222.102.158","192.168.32.32","TCP","60","443  >  49695 [ACK] Seq=26 Ack=3 Win=458 Len=0"
"4341","108.929106","142.251.220.194","192.168.32.32","QUIC","71","Protected Payload (KP0)"
"4342","108.931647","142.251.220.194","192.168.32.32","QUIC","157","Protected Payload (KP0)"
"4344","108.932000","142.251.220.194","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"4345","108.961238","142.251.220.194","192.168.32.32","QUIC","67","Protected Payload (KP0)"
"4347","108.963146","142.251.220.194","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"4350","109.768598","165.227.252.212","192.168.32.32","TCP","66","[TCP Retransmission] 443  >  49748 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM WS=128"
"4351","109.780351","165.227.252.212","192.168.32.32","TCP","66","[TCP Retransmission] 443  >  49749 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM WS=128"
"4354","112.403001","172.64.148.235","192.168.32.32","TLSv1.2","78","Application Data"
"4356","112.436779","172.64.148.235","192.168.32.32","TCP","60","443  >  46924 [ACK] Seq=145 Ack=169 Win=16 Len=0"
